aid	chr1	coord1	strand1	chr2	coord2	strand2	extra
r3721	5	36900376	+	5	36900377	-	aid=r3721;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3722	5	41017936	+	5	41017937	-	aid=r3722;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3723	5	41023471	+	5	41023472	-	aid=r3723;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3724	5	47924999	+	5	47925000	-	aid=r3724;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3725	5	49449999	+	5	49450000	-	aid=r3725;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3726	5	49784325	+	5	49784326	-	aid=r3726;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3727	5	51935788	+	5	51935789	-	aid=r3727;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3728	5	51941659	+	5	51941660	-	aid=r3728;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3729	5	54699999	+	5	54700000	-	aid=r3729;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3730	5	54749999	+	5	54750000	-	aid=r3730;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3731	5	54799999	+	5	54800000	-	aid=r3731;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3732	5	54811379	+	5	54811380	-	aid=r3732;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3733	5	54820929	+	5	54820930	-	aid=r3733;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3734	5	54849999	+	5	54850000	-	aid=r3734;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3735	5	58199999	+	5	58200000	-	aid=r3735;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3736	5	58228977	+	5	58228978	-	aid=r3736;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3737	5	58249999	+	5	58250000	-	aid=r3737;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3738	5	58634490	+	5	58634491	-	aid=r3738;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3739	5	58649999	+	5	58650000	-	aid=r3739;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3740	5	58699999	+	5	58700000	-	aid=r3740;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3741	5	58799999	+	5	58800000	-	aid=r3741;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3742	5	59349999	+	5	59350000	-	aid=r3742;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3743	5	59359511	+	5	59359512	-	aid=r3743;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3744	5	59399999	+	5	59400000	-	aid=r3744;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3745	5	59411938	+	5	59411939	-	aid=r3745;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3746	5	59449999	+	5	59450000	-	aid=r3746;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3747	5	59649999	+	5	59650000	-	aid=r3747;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3748	5	59650734	+	5	59650735	-	aid=r3748;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3749	5	60599999	+	5	60600000	-	aid=r3749;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3750	5	60699999	+	5	60700000	-	aid=r3750;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3751	5	61249999	+	5	61250000	-	aid=r3751;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3752	5	61399999	+	5	61400000	-	aid=r3752;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3753	5	61699999	+	5	61700000	-	aid=r3753;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3754	5	61749999	+	5	61750000	-	aid=r3754;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3755	5	61849999	+	5	61850000	-	aid=r3755;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3756	5	61886288	+	5	61886289	-	aid=r3756;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3757	5	61894182	+	5	61894183	-	aid=r3757;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3758	5	61899999	+	5	61900000	-	aid=r3758;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3759	5	62733617	+	5	62733618	-	aid=r3759;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3760	5	62737592	+	5	62737593	-	aid=r3760;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3761	5	62799999	+	5	62800000	-	aid=r3761;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3762	5	62849999	+	5	62850000	-	aid=r3762;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3763	5	64399999	+	5	64400000	-	aid=r3763;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3764	5	64449999	+	5	64450000	-	aid=r3764;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3765	5	64649999	+	5	64650000	-	aid=r3765;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3766	5	64699999	+	5	64700000	-	aid=r3766;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3767	5	65349999	+	5	65350000	-	aid=r3767;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3768	5	65390727	+	5	65390728	-	aid=r3768;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3769	5	65399999	+	5	65400000	-	aid=r3769;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3770	5	65417490	+	5	65417491	-	aid=r3770;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3771	5	65449999	+	5	65450000	-	aid=r3771;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3772	5	66099999	+	5	66100000	-	aid=r3772;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3773	5	66149999	+	5	66150000	-	aid=r3773;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3774	5	68399999	+	5	68400000	-	aid=r3774;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3775	5	68413813	+	5	68413814	-	aid=r3775;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3776	5	68424437	+	5	68424438	-	aid=r3776;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3777	5	68449999	+	5	68450000	-	aid=r3777;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3778	5	68849999	+	5	68850000	-	aid=r3778;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3779	5	69024999	+	5	69025000	-	aid=r3779;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3780	5	69174999	+	5	69175000	-	aid=r3780;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3781	5	69749999	+	5	69750000	-	aid=r3781;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3782	5	69799999	+	5	69800000	-	aid=r3782;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3783	5	69899999	+	5	69900000	-	aid=r3783;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3784	5	70049999	+	5	70050000	-	aid=r3784;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3785	5	70149999	+	5	70150000	-	aid=r3785;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3786	5	70224999	+	5	70225000	-	aid=r3786;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3787	5	70349999	+	5	70350000	-	aid=r3787;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3788	5	70449999	+	5	70450000	-	aid=r3788;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3789	5	70524999	+	5	70525000	-	aid=r3789;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3790	5	70624999	+	5	70625000	-	aid=r3790;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3791	5	70899999	+	5	70900000	-	aid=r3791;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3792	5	71299999	+	5	71300000	-	aid=r3792;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3793	5	71349999	+	5	71350000	-	aid=r3793;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3794	5	71425913	+	5	71425914	-	aid=r3794;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3795	5	71427931	+	5	71427932	-	aid=r3795;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3796	5	71899999	+	5	71900000	-	aid=r3796;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3797	5	71974999	+	5	71975000	-	aid=r3797;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3798	5	72049999	+	5	72050000	-	aid=r3798;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3799	5	72099999	+	5	72100000	-	aid=r3799;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3800	5	72149999	+	5	72150000	-	aid=r3800;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3801	5	72324999	+	5	72325000	-	aid=r3801;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3802	5	72399999	+	5	72400000	-	aid=r3802;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3803	5	73099999	+	5	73100000	-	aid=r3803;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3804	5	73149999	+	5	73150000	-	aid=r3804;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3805	5	74099999	+	5	74100000	-	aid=r3805;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3806	5	74149999	+	5	74150000	-	aid=r3806;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3807	5	75549999	+	5	75550000	-	aid=r3807;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3808	5	75581630	+	5	75581631	-	aid=r3808;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3809	5	75599999	+	5	75600000	-	aid=r3809;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 2}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 3}};at=R
r3810	5	76749999	+	5	76750000	-	aid=r3810;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 2}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 3}};at=R
r3811	5	76799999	+	5	76800000	-	aid=r3811;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 2}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 3}};at=R
r3812	5	76949999	+	5	76950000	-	aid=r3812;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 2}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 3}};at=R
r3813	5	76962339	+	5	76962340	-	aid=r3813;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3814	5	76999999	+	5	77000000	-	aid=r3814;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3815	5	78499999	+	5	78500000	-	aid=r3815;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3816	5	78549999	+	5	78550000	-	aid=r3816;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3817	5	78649999	+	5	78650000	-	aid=r3817;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3818	5	78699999	+	5	78700000	-	aid=r3818;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3819	5	78749999	+	5	78750000	-	aid=r3819;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3820	5	78799999	+	5	78800000	-	aid=r3820;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3821	5	78849999	+	5	78850000	-	aid=r3821;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3822	5	80149999	+	5	80150000	-	aid=r3822;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3823	5	80177642	+	5	80177643	-	aid=r3823;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3824	5	80185201	+	5	80185202	-	aid=r3824;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3825	5	80199999	+	5	80200000	-	aid=r3825;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3826	5	80649999	+	5	80650000	-	aid=r3826;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3827	5	80699999	+	5	80700000	-	aid=r3827;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3828	5	80899999	+	5	80900000	-	aid=r3828;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3829	5	80949999	+	5	80950000	-	aid=r3829;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3830	5	82599999	+	5	82600000	-	aid=r3830;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3831	5	82649999	+	5	82650000	-	aid=r3831;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3832	5	83149999	+	5	83150000	-	aid=r3832;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3833	5	83274999	+	5	83275000	-	aid=r3833;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3834	5	83849999	+	5	83850000	-	aid=r3834;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3835	5	83899999	+	5	83900000	-	aid=r3835;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3836	5	84299999	+	5	84300000	-	aid=r3836;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3837	5	84349999	+	5	84350000	-	aid=r3837;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3838	5	86099999	+	5	86100000	-	aid=r3838;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3839	5	86149999	+	5	86150000	-	aid=r3839;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3840	5	86249999	+	5	86250000	-	aid=r3840;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3841	5	87149999	+	5	87150000	-	aid=r3841;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3842	5	87199999	+	5	87200000	-	aid=r3842;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3843	5	87249999	+	5	87250000	-	aid=r3843;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3844	5	88999999	+	5	89000000	-	aid=r3844;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3845	5	89099999	+	5	89100000	-	aid=r3845;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3846	5	89149999	+	5	89150000	-	aid=r3846;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3847	5	89199999	+	5	89200000	-	aid=r3847;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3848	5	90206223	+	5	90206224	-	aid=r3848;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3849	5	90211408	+	5	90211409	-	aid=r3849;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3850	5	90349999	+	5	90350000	-	aid=r3850;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3851	5	90391341	+	5	90391342	-	aid=r3851;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
